year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,op_carrier_fl_num,origin,origin_city_name,origin_state_nm,dest,dest_city_name,dest_state_nm,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,dep_hour
2024,6,17,1,6/17/2024,WN,2816,BWI,"Baltimore, MD",Maryland,BNA,"Nashville, TN",Tennessee,2200,2308,68,14,2322,2342,5,2250,2347,57,0,NULL,0,110,99,80,587,15,0,0,0,42,23
2024,8,24,6,8/24/2024,F9,3356,TPA,"Tampa, FL",Florida,ISP,"Islip, NY",New York,900,859,0,18,917,1129,10,1146,1139,-7,0,NULL,0,166,160,132,1034,0,0,0,0,0,8
2024,5,23,4,5/23/2024,F9,4794,DEN,"Denver, CO",Colorado,FAR,"Fargo, ND",North Dakota,1234,1230,0,14,1244,1502,6,1526,1508,-18,0,NULL,0,112,98,78,627,0,0,0,0,0,12
2024,9,4,3,9/4/2024,WN,4654,HNL,"Honolulu, HI",Hawaii,OGG,"Kahului, HI",Hawaii,1830,1829,0,15,1844,1908,5,1915,1913,-2,0,NULL,0,45,44,24,100,0,0,0,0,0,18
2024,3,28,4,3/28/2024,OO,4701,DEN,"Denver, CO",Colorado,FCA,"Kalispell, MT",Montana,1345,1344,0,16,1400,1555,5,1617,1600,-17,0,NULL,0,152,136,115,752,0,0,0,0,0,13
2024,11,5,2,11/5/2024,WN,2201,SAN,"San Diego, CA",California,SMF,"Sacramento, CA",California,900,924,24,10,934,1047,3,1040,1050,10,0,NULL,0,100,86,73,480,0,0,0,0,0,9
2024,8,8,4,8/8/2024,OO,3900,DTW,"Detroit, MI",Michigan,SBN,"South Bend, IN",Indiana,2000,2149,109,17,2206,2236,25,2057,2301,124,0,NULL,0,57,72,30,157,109,0,15,0,0,21
2024,12,23,1,12/23/2024,OH,5599,CLT,"Charlotte, NC",North Carolina,SGF,"Springfield, MO",Missouri,1643,1743,60,19,1802,1848,6,1810,1854,44,0,NULL,0,147,131,106,708,0,0,0,0,44,17
2024,7,6,6,7/6/2024,OO,3936,DTW,"Detroit, MI",Michigan,ELM,"Elmira/Corning, NY",New York,2134,2125,0,23,2148,2232,4,2247,2236,-11,0,NULL,0,73,71,44,332,0,0,0,0,0,21
2024,10,10,4,10/10/2024,UA,1187,SFO,"San Francisco, CA",California,PHX,"Phoenix, AZ",Arizona,1910,1904,0,28,1932,2106,8,2112,2114,2,0,NULL,0,122,130,94,651,0,0,0,0,0,19
2024,12,23,1,12/23/2024,WN,419,BUR,"Burbank, CA",California,PHX,"Phoenix, AZ",Arizona,1435,1455,20,16,1511,1707,5,1705,1712,7,0,NULL,0,90,77,56,369,0,0,0,0,0,14
2024,12,23,1,12/23/2024,OO,3329,LAX,"Los Angeles, CA",California,SFO,"San Francisco, CA",California,1441,1528,47,16,1544,1640,8,1614,1648,34,0,NULL,0,93,80,56,337,0,0,0,0,34,15
2024,12,7,6,12/7/2024,AA,1949,PHX,"Phoenix, AZ",Arizona,SAN,"San Diego, CA",California,839,832,0,17,849,836,4,855,840,-15,0,NULL,0,76,68,47,304,0,0,0,0,0,8
2024,12,27,5,12/27/2024,AA,1877,PVD,"Providence, RI",Rhode Island,CLT,"Charlotte, NC",North Carolina,1508,1511,3,12,1523,1715,5,1730,1720,-10,0,NULL,0,142,129,112,683,0,0,0,0,0,15
2024,12,18,3,12/18/2024,DL,3086,ATL,"Atlanta, GA",Georgia,PNS,"Pensacola, FL",Florida,2256,2302,6,12,2314,2300,5,2310,2305,-5,0,NULL,0,74,63,46,271,0,0,0,0,0,23
2024,9,12,4,9/12/2024,DL,1739,MDW,"Chicago, IL",Illinois,ATL,"Atlanta, GA",Georgia,1549,1555,6,15,1610,1839,10,1845,1849,4,0,NULL,0,116,114,89,591,0,0,0,0,0,15
2024,2,23,5,2/23/2024,WN,1044,MDW,"Chicago, IL",Illinois,LAX,"Los Angeles, CA",California,930,931,1,12,943,1150,9,1210,1159,-11,0,NULL,0,280,268,247,1750,0,0,0,0,0,9
2024,6,7,5,6/7/2024,UA,2681,DEN,"Denver, CO",Colorado,SFO,"San Francisco, CA",California,1900,1908,8,46,1954,2108,7,2040,2115,35,0,NULL,0,160,187,134,967,8,0,27,0,0,19
2024,5,27,1,5/27/2024,AA,2238,DFW,"Dallas/Fort Worth, TX",Texas,BNA,"Nashville, TN",Tennessee,1645,1706,21,32,1738,1904,10,1835,1914,39,0,NULL,0,110,128,86,631,0,0,18,0,21,17
2024,3,9,6,3/9/2024,HA,1022,HNL,"Honolulu, HI",Hawaii,SEA,"Seattle, WA",Washington,1245,1246,1,14,1300,2003,4,2035,2007,-28,0,NULL,0,350,321,303,2677,0,0,0,0,0,12
2024,2,23,5,2/23/2024,DL,2991,LIT,"Little Rock, AR",Arkansas,ATL,"Atlanta, GA",Georgia,940,932,0,10,942,1148,6,1205,1154,-11,0,NULL,0,85,82,66,453,0,0,0,0,0,9
2024,6,6,4,6/6/2024,AA,1594,ORD,"Chicago, IL",Illinois,PIT,"Pittsburgh, PA",Pennsylvania,1840,2003,83,31,2034,2232,4,2121,2236,75,0,NULL,0,101,93,58,413,39,0,32,0,4,20
2024,4,1,1,4/1/2024,WN,392,SMF,"Sacramento, CA",California,PHX,"Phoenix, AZ",Arizona,555,553,0,14,607,738,4,745,742,-3,0,NULL,0,110,109,91,647,0,0,0,0,0,5
2024,12,4,3,12/4/2024,UA,1338,PBI,"West Palm Beach/Palm Beach, FL",Florida,IAH,"Houston, TX",Texas,1654,1647,0,14,1701,1824,27,1846,1851,5,0,NULL,0,172,184,143,956,0,0,0,0,0,16
2024,4,3,3,4/3/2024,UA,2633,SFO,"San Francisco, CA",California,PHL,"Philadelphia, PA",Pennsylvania,850,907,17,32,939,1747,8,1720,1755,35,0,NULL,0,330,348,308,2521,17,0,18,0,0,9
2024,7,3,3,7/3/2024,AA,506,DFW,"Dallas/Fort Worth, TX",Texas,SDF,"Louisville, KY",Kentucky,1449,1443,0,11,1454,1737,7,1759,1744,-15,0,NULL,0,130,121,103,733,0,0,0,0,0,14
2024,6,30,7,6/30/2024,UA,514,BNA,"Nashville, TN",Tennessee,EWR,"Newark, NJ",New Jersey,730,744,14,23,807,1054,7,1048,1101,13,0,NULL,0,138,137,107,748,0,0,0,0,0,7
2024,12,19,4,12/19/2024,NK,1308,ATL,"Atlanta, GA",Georgia,DTW,"Detroit, MI",Michigan,2143,2303,80,21,2324,43,7,2342,50,68,0,NULL,0,119,107,79,594,21,0,0,0,47,23
2024,4,26,5,4/26/2024,AA,536,CLT,"Charlotte, NC",North Carolina,ORD,"Chicago, IL",Illinois,1627,1630,3,15,1645,1721,16,1737,1737,0,0,NULL,0,130,127,96,599,0,0,0,0,0,16
2024,12,11,3,12/11/2024,OH,5502,CLT,"Charlotte, NC",North Carolina,CVG,"Cincinnati, OH",Kentucky,1000,954,0,32,1026,1116,6,1134,1122,-12,0,NULL,0,94,88,50,335,0,0,0,0,0,9
2024,2,10,6,2/10/2024,DL,423,ATL,"Atlanta, GA",Georgia,SLC,"Salt Lake City, UT",Utah,1412,1410,0,14,1424,1606,8,1635,1614,-21,0,NULL,0,263,244,222,1590,0,0,0,0,0,14
2024,7,1,1,7/1/2024,UA,1068,EWR,"Newark, NJ",New Jersey,ATL,"Atlanta, GA",Georgia,600,558,0,13,611,757,7,822,804,-18,0,NULL,0,142,126,106,746,0,0,0,0,0,5
2024,6,27,4,6/27/2024,WN,3428,AUS,"Austin, TX",Texas,LAX,"Los Angeles, CA",California,1810,1948,98,13,2001,2041,10,1915,2051,96,0,NULL,0,185,183,160,1242,11,0,0,0,85,19
2024,10,17,4,10/17/2024,UA,1544,MFE,"Mission/McAllen/Edinburg, TX",Texas,IAH,"Houston, TX",Texas,705,656,0,11,707,756,6,820,802,-18,0,NULL,0,75,66,49,316,0,0,0,0,0,6
2024,1,28,7,1/28/2024,UA,1378,JAC,"Jackson, WY",Wyoming,DEN,"Denver, CO",Colorado,700,658,0,32,730,831,5,855,836,-19,0,NULL,0,115,98,61,406,0,0,0,0,0,6
2024,7,14,7,7/14/2024,AA,420,DEN,"Denver, CO",Colorado,DFW,"Dallas/Fort Worth, TX",Texas,1445,1454,9,16,1510,1738,12,1747,1750,3,0,NULL,0,122,116,88,641,0,0,0,0,0,14
2024,3,13,3,3/13/2024,WN,541,IND,"Indianapolis, IN",Indiana,RSW,"Fort Myers, FL",Florida,700,702,2,16,718,925,5,925,930,5,0,NULL,0,145,148,127,945,0,0,0,0,0,7
2024,3,22,5,3/22/2024,WN,4084,SMF,"Sacramento, CA",California,DAL,"Dallas, TX",Texas,1105,1105,0,15,1120,1611,6,1620,1617,-3,0,NULL,0,195,192,171,1442,0,0,0,0,0,11
2024,8,12,1,8/12/2024,YX,3419,CMH,"Columbus, OH",Ohio,EWR,"Newark, NJ",New Jersey,1312,1307,0,10,1317,1433,7,1503,1440,-23,0,NULL,0,111,93,76,463,0,0,0,0,0,13
2024,10,30,3,10/30/2024,UA,1412,IAD,"Washington, DC",Virginia,CLT,"Charlotte, NC",North Carolina,820,813,0,65,918,1012,5,954,1017,23,0,NULL,0,94,124,54,322,0,0,23,0,0,8
2024,3,16,6,3/16/2024,B6,2285,JFK,"New York, NY",New York,RDU,"Raleigh/Durham, NC",North Carolina,930,926,0,19,945,1100,5,1122,1105,-17,0,NULL,0,112,99,75,427,0,0,0,0,0,9
2024,12,23,1,12/23/2024,AA,1921,DCA,"Washington, DC",Virginia,JAX,"Jacksonville, FL",Florida,1459,1525,26,15,1540,1717,8,1710,1725,15,0,NULL,0,131,120,97,634,15,0,0,0,0,15
2024,2,14,3,2/14/2024,WN,173,BHM,"Birmingham, AL",Alabama,DAL,"Dallas, TX",Texas,740,737,0,15,752,931,2,945,933,-12,0,NULL,0,125,116,99,587,0,0,0,0,0,7
2024,6,25,2,6/25/2024,YX,4394,DCA,"Washington, DC",Virginia,CMH,"Columbus, OH",Ohio,1659,1908,129,20,1928,2025,11,1825,2036,131,0,NULL,0,86,88,57,323,129,0,2,0,0,19
2024,1,14,7,1/14/2024,OO,3354,SFO,"San Francisco, CA",California,BUR,"Burbank, CA",California,1915,1909,0,11,1920,2008,3,2030,2011,-19,0,NULL,0,75,62,48,326,0,0,0,0,0,19
2024,10,1,2,10/1/2024,AA,2741,CLT,"Charlotte, NC",North Carolina,MYR,"Myrtle Beach, SC",South Carolina,2045,2151,66,15,2206,2241,5,2154,2246,52,0,NULL,0,69,55,35,157,52,0,0,0,0,21
2024,1,3,3,1/3/2024,UA,2680,LAS,"Las Vegas, NV",Nevada,DEN,"Denver, CO",Colorado,948,944,0,18,1002,1225,6,1245,1231,-14,0,NULL,0,117,107,83,628,0,0,0,0,0,9
2024,7,22,1,7/22/2024,YX,3665,RDU,"Raleigh/Durham, NC",North Carolina,EWR,"Newark, NJ",New Jersey,600,556,0,17,613,721,12,742,733,-9,0,NULL,0,102,97,68,416,0,0,0,0,0,5
2024,7,15,1,7/15/2024,UA,2082,DEN,"Denver, CO",Colorado,RDM,"Bend/Redmond, OR",Oregon,1121,1115,0,23,1138,1242,24,1253,1306,13,0,NULL,0,152,171,124,898,0,0,0,0,0,11
2024,10,24,4,10/24/2024,OO,4695,SFO,"San Francisco, CA",California,ACV,"Arcata/Eureka, CA",California,2105,2114,9,14,2128,2210,10,2215,2220,5,0,NULL,0,70,66,42,250,0,0,0,0,0,21
2024,10,8,2,10/8/2024,AS,653,SEA,"Seattle, WA",Washington,RNO,"Reno, NV",Nevada,1709,1705,0,14,1719,1831,9,1859,1840,-19,0,NULL,0,110,95,72,564,0,0,0,0,0,17
2024,7,25,4,7/25/2024,DL,508,SEA,"Seattle, WA",Washington,IAD,"Washington, DC",Virginia,835,825,0,36,901,1635,6,1635,1641,6,0,NULL,0,300,316,274,2306,0,0,0,0,0,8
2024,10,2,3,10/2/2024,YX,5713,DCA,"Washington, DC",Virginia,JFK,"New York, NY",New York,1600,1554,0,21,1615,1659,8,1731,1707,-24,0,NULL,0,91,73,44,213,0,0,0,0,0,15
2024,10,14,1,10/14/2024,G4,218,AVL,"Asheville, NC",North Carolina,BOS,"Boston, MA",Massachusetts,630,618,0,12,630,806,11,837,817,-20,0,NULL,0,127,119,96,783,0,0,0,0,0,6
2024,6,19,3,6/19/2024,B6,1601,JFK,"New York, NY",New York,FLL,"Fort Lauderdale, FL",Florida,825,826,1,28,854,1109,4,1127,1113,-14,0,NULL,0,182,167,135,1069,0,0,0,0,0,8
2024,1,24,3,1/24/2024,DL,2174,MSP,"Minneapolis, MN",Minnesota,LGA,"New York, NY",New York,1310,1258,0,11,1309,1622,7,1653,1629,-24,0,NULL,0,163,151,133,1020,0,0,0,0,0,12
2024,10,19,6,10/19/2024,G4,3015,AVL,"Asheville, NC",North Carolina,SRQ,"Sarasota/Bradenton, FL",Florida,1553,1536,0,9,1545,1702,7,1735,1709,-26,0,NULL,0,102,93,77,554,0,0,0,0,0,15
2024,11,14,4,11/14/2024,AS,1032,PDX,"Portland, OR",Oregon,SEA,"Seattle, WA",Washington,500,454,0,13,507,541,30,607,611,4,0,NULL,0,67,77,34,129,0,0,0,0,0,4
2024,9,14,6,9/14/2024,DL,478,FLL,"Fort Lauderdale, FL",Florida,JFK,"New York, NY",New York,1102,1059,0,15,1114,1339,11,1349,1350,1,0,NULL,0,167,171,145,1069,0,0,0,0,0,10
2024,5,27,1,5/27/2024,OO,4809,ORD,"Chicago, IL",Illinois,ICT,"Wichita, KS",Kansas,859,852,0,21,913,1048,4,1106,1052,-14,0,NULL,0,127,120,95,588,0,0,0,0,0,8
2024,12,12,4,12/12/2024,WN,1936,PIT,"Pittsburgh, PA",Pennsylvania,DEN,"Denver, CO",Colorado,840,843,3,26,909,1028,6,1015,1034,19,0,NULL,0,215,231,199,1290,0,0,19,0,0,8
2024,10,3,4,10/3/2024,DL,774,ATL,"Atlanta, GA",Georgia,SEA,"Seattle, WA",Washington,1010,1010,0,25,1035,1230,12,1230,1242,12,0,NULL,0,320,332,295,2182,0,0,0,0,0,10
2024,9,29,7,9/29/2024,AA,1871,MSY,"New Orleans, LA",Louisiana,DFW,"Dallas/Fort Worth, TX",Texas,1043,1035,0,12,1047,1154,14,1229,1208,-21,0,NULL,0,106,93,67,447,0,0,0,0,0,10
2024,6,14,5,6/14/2024,WN,983,HOU,"Houston, TX",Texas,SAN,"San Diego, CA",California,2155,2151,0,13,2204,2302,6,2310,2308,-2,0,NULL,0,195,197,178,1313,0,0,0,0,0,21
2024,3,13,3,3/13/2024,MQ,3340,AVL,"Asheville, NC",North Carolina,CLT,"Charlotte, NC",North Carolina,708,714,6,21,735,801,13,808,814,6,0,NULL,0,60,60,26,91,0,0,0,0,0,7
2024,12,14,6,12/14/2024,AA,2128,DCA,"Washington, DC",Virginia,MCO,"Orlando, FL",Florida,815,815,0,20,835,1028,12,1051,1040,-11,0,NULL,0,156,145,113,759,0,0,0,0,0,8
2024,10,30,3,10/30/2024,AA,1297,CLT,"Charlotte, NC",North Carolina,DTW,"Detroit, MI",Michigan,1615,1613,0,17,1630,1745,10,1759,1755,-4,0,NULL,0,104,102,75,500,0,0,0,0,0,16
2024,11,24,7,11/24/2024,DL,1620,BNA,"Nashville, TN",Tennessee,BOS,"Boston, MA",Massachusetts,1103,1058,0,17,1115,1417,6,1435,1423,-12,0,NULL,0,152,145,122,942,0,0,0,0,0,10
2024,7,30,2,7/30/2024,MQ,3868,RDU,"Raleigh/Durham, NC",North Carolina,AUS,"Austin, TX",Texas,730,745,15,18,803,928,4,935,932,-3,0,NULL,0,185,167,145,1162,0,0,0,0,0,7
2024,6,16,7,6/16/2024,OO,4881,ONT,"Ontario, CA",California,PHX,"Phoenix, AZ",Arizona,1636,1621,0,19,1640,1732,8,1754,1740,-14,0,NULL,0,78,79,52,325,0,0,0,0,0,16
2024,6,29,6,6/29/2024,UA,2133,ORD,"Chicago, IL",Illinois,EWR,"Newark, NJ",New Jersey,1145,1141,0,16,1157,1430,5,1508,1435,-33,0,NULL,0,143,114,93,719,0,0,0,0,0,11
2024,7,17,3,7/17/2024,UA,1113,AUS,"Austin, TX",Texas,ORD,"Chicago, IL",Illinois,702,651,0,11,702,937,14,954,951,-3,0,NULL,0,172,180,155,977,0,0,0,0,0,6
2024,9,2,1,9/2/2024,DL,2474,BOS,"Boston, MA",Massachusetts,RSW,"Fort Myers, FL",Florida,700,655,0,20,715,1015,4,1035,1019,-16,0,NULL,0,215,204,180,1249,0,0,0,0,0,6
2024,7,14,7,7/14/2024,WN,2203,LGB,"Long Beach, CA",California,ABQ,"Albuquerque, NM",New Mexico,1210,1301,51,6,1307,1537,5,1500,1542,42,0,NULL,0,110,101,90,664,42,0,0,0,0,13
2024,1,26,5,1/26/2024,9E,5393,LGA,"New York, NY",New York,BTV,"Burlington, VT",Vermont,2145,838,653,19,857,942,2,2307,944,637,0,NULL,0,82,66,45,258,0,637,0,0,0,8
2024,11,23,6,11/23/2024,DL,1055,TUS,"Tucson, AZ",Arizona,SEA,"Seattle, WA",Washington,1520,1605,45,14,1619,1802,16,1750,1818,28,0,NULL,0,210,193,163,1216,0,0,0,0,28,16
2024,7,4,4,7/4/2024,NK,2699,LAX,"Los Angeles, CA",California,LAS,"Las Vegas, NV",Nevada,2041,2038,0,12,2050,2137,6,2204,2143,-21,0,NULL,0,83,65,47,236,0,0,0,0,0,20
2024,3,26,2,3/26/2024,WN,4050,MCO,"Orlando, FL",Florida,PIT,"Pittsburgh, PA",Pennsylvania,1630,1640,10,10,1650,1838,3,1845,1841,-4,0,NULL,0,135,121,108,834,0,0,0,0,0,16
2024,12,9,1,12/9/2024,WN,3159,MSY,"New Orleans, LA",Louisiana,ATL,"Atlanta, GA",Georgia,545,538,0,10,548,753,5,810,758,-12,0,NULL,0,85,80,65,425,0,0,0,0,0,5
2024,10,14,1,10/14/2024,OO,6334,PHX,"Phoenix, AZ",Arizona,DRO,"Durango, CO",Colorado,2152,2148,0,21,2209,1,4,14,5,-9,0,NULL,0,82,77,52,351,0,0,0,0,0,21
2024,2,1,4,2/1/2024,UA,638,LGA,"New York, NY",New York,ORD,"Chicago, IL",Illinois,1710,1714,4,12,1726,1831,23,1853,1854,1,0,NULL,0,163,160,125,733,0,0,0,0,0,17
2024,6,30,7,6/30/2024,DL,676,SNA,"Santa Ana, CA",California,ATL,"Atlanta, GA",Georgia,1418,1740,202,15,1755,41,6,2139,47,188,0,NULL,0,261,247,226,1919,59,0,0,0,129,17
2024,8,28,3,8/28/2024,NK,410,TPA,"Tampa, FL",Florida,LAS,"Las Vegas, NV",Nevada,1901,1919,18,16,1935,2038,6,2039,2044,5,0,NULL,0,278,265,243,1984,0,0,0,0,0,19
2024,10,30,3,10/30/2024,UA,353,LAS,"Las Vegas, NV",Nevada,EWR,"Newark, NJ",New Jersey,1548,1621,33,18,1639,11,6,2344,17,33,0,NULL,0,296,296,272,2227,3,0,0,0,30,16
2024,8,13,2,8/13/2024,AS,305,MIA,"Miami, FL",Florida,SEA,"Seattle, WA",Washington,1743,1736,0,20,1756,2037,16,2116,2053,-23,0,NULL,0,393,377,341,2724,0,0,0,0,0,17
2024,12,14,6,12/14/2024,OO,6499,PHX,"Phoenix, AZ",Arizona,TUS,"Tucson, AZ",Arizona,945,938,0,24,1002,1027,4,1054,1031,-23,0,NULL,0,69,53,25,110,0,0,0,0,0,9
2024,2,8,4,2/8/2024,WN,1051,MCO,"Orlando, FL",Florida,MSY,"New Orleans, LA",Louisiana,1920,1919,0,14,1933,2004,5,2010,2009,-1,0,NULL,0,110,110,91,551,0,0,0,0,0,19
2024,4,5,5,4/5/2024,WN,3064,MDW,"Chicago, IL",Illinois,ORF,"Norfolk, VA",Virginia,1240,1239,0,12,1251,1520,28,1540,1548,8,0,NULL,0,120,129,89,704,0,0,0,0,0,12
2024,11,29,5,11/29/2024,B6,1338,MCO,"Orlando, FL",Florida,BDL,"Hartford, CT",Connecticut,1730,1720,0,18,1738,1947,11,2014,1958,-16,0,NULL,0,164,158,129,1050,0,0,0,0,0,17
2024,12,30,1,12/30/2024,WN,4635,AUS,"Austin, TX",Texas,HRL,"Harlingen/San Benito, TX",Texas,2155,2144,0,14,2158,2240,2,2305,2242,-23,0,NULL,0,70,58,42,273,0,0,0,0,0,21
2024,3,19,2,3/19/2024,WN,1421,MDW,"Chicago, IL",Illinois,RSW,"Fort Myers, FL",Florida,550,553,3,9,602,913,4,945,917,-28,0,NULL,0,175,144,131,1105,0,0,0,0,0,5
2024,5,13,1,5/13/2024,AS,80,ANC,"Anchorage, AK",Alaska,SEA,"Seattle, WA",Washington,1305,1254,0,15,1309,1657,10,1738,1707,-31,0,NULL,0,213,193,168,1448,0,0,0,0,0,12
2024,8,17,6,8/17/2024,AA,1238,EGE,"Eagle, CO",Colorado,DFW,"Dallas/Fort Worth, TX",Texas,832,837,5,11,848,1124,11,1139,1135,-4,0,NULL,0,127,118,96,721,0,0,0,0,0,8
2024,10,21,1,10/21/2024,OO,5447,ORD,"Chicago, IL",Illinois,SAT,"San Antonio, TX",Texas,1258,1324,26,20,1344,1614,3,1608,1617,9,0,NULL,0,190,173,150,1041,0,0,0,0,0,13
2024,3,29,5,3/29/2024,B6,269,BOS,"Boston, MA",Massachusetts,FLL,"Fort Lauderdale, FL",Florida,1557,1553,0,18,1611,1856,5,1924,1901,-23,0,NULL,0,207,188,165,1237,0,0,0,0,0,15
2024,9,7,6,9/7/2024,UA,693,EWR,"Newark, NJ",New Jersey,MSY,"New Orleans, LA",Louisiana,1610,1607,0,19,1626,1810,3,1819,1813,-6,0,NULL,0,189,186,164,1167,0,0,0,0,0,16
2024,6,2,7,6/2/2024,DL,1329,DFW,"Dallas/Fort Worth, TX",Texas,SLC,"Salt Lake City, UT",Utah,1240,1241,1,17,1258,1419,11,1433,1430,-3,0,NULL,0,173,169,141,989,0,0,0,0,0,12
2024,6,4,2,6/4/2024,WN,1427,DAL,"Dallas, TX",Texas,PHX,"Phoenix, AZ",Arizona,1645,1709,24,13,1722,1721,10,1715,1731,16,0,NULL,0,150,142,119,879,3,0,0,0,13,17
2024,11,26,2,11/26/2024,DL,770,ATL,"Atlanta, GA",Georgia,ONT,"Ontario, CA",California,1759,1758,0,15,1813,1936,4,1942,1940,-2,0,NULL,0,283,282,263,1900,0,0,0,0,0,17
2024,10,3,4,10/3/2024,YX,5718,JFK,"New York, NY",New York,BOS,"Boston, MA",Massachusetts,1715,1707,0,33,1740,1822,16,1854,1838,-16,0,NULL,0,99,91,42,187,0,0,0,0,0,17
2024,7,11,4,7/11/2024,WN,755,DAL,"Dallas, TX",Texas,MDW,"Chicago, IL",Illinois,630,635,5,12,647,829,3,840,832,-8,0,NULL,0,130,117,102,793,0,0,0,0,0,6
2024,12,10,2,12/10/2024,DL,1660,ATL,"Atlanta, GA",Georgia,MCI,"Kansas City, MO",Missouri,1441,1452,11,12,1504,1549,5,1550,1554,4,0,NULL,0,129,122,105,692,0,0,0,0,0,14
2024,5,18,6,5/18/2024,9E,4968,ROC,"Rochester, NY",New York,JFK,"New York, NY",New York,502,500,0,12,512,602,5,629,607,-22,0,NULL,0,87,67,50,264,0,0,0,0,0,5
2024,4,8,1,4/8/2024,OH,5092,BTR,"Baton Rouge, LA",Louisiana,CLT,"Charlotte, NC",North Carolina,1311,1321,10,19,1340,1603,8,1614,1611,-3,0,NULL,0,123,110,83,675,0,0,0,0,0,13
2024,2,2,5,2/2/2024,UA,2282,ORD,"Chicago, IL",Illinois,EWR,"Newark, NJ",New Jersey,1545,1540,0,12,1552,1835,8,1914,1843,-31,0,NULL,0,149,123,103,719,0,0,0,0,0,15
2024,5,13,1,5/13/2024,UA,2418,IAD,"Washington, DC",Virginia,EWR,"Newark, NJ",New Jersey,2217,2306,49,15,2321,4,4,2344,8,24,0,NULL,0,87,62,43,212,16,0,0,0,8,23
2024,6,21,5,6/21/2024,WN,2776,MDW,"Chicago, IL",Illinois,PDX,"Portland, OR",Oregon,810,838,28,11,849,1043,4,1030,1047,17,0,NULL,0,260,249,234,1751,13,0,0,0,4,8
2024,1,19,5,1/19/2024,WN,2455,MDW,"Chicago, IL",Illinois,MCI,"Kansas City, MO",Missouri,1000,955,0,26,1021,1128,5,1130,1133,3,0,NULL,0,90,98,67,405,0,0,0,0,0,9
2024,1,4,4,1/4/2024,DL,750,TPA,"Tampa, FL",Florida,SEA,"Seattle, WA",Washington,915,909,0,27,936,1205,16,1243,1221,-22,0,NULL,0,388,372,329,2520,0,0,0,0,0,9
2024,3,21,4,3/21/2024,OO,3169,PHX,"Phoenix, AZ",Arizona,TUS,"Tucson, AZ",Arizona,2035,2032,0,16,2048,2118,3,2139,2121,-18,0,NULL,0,64,49,30,110,0,0,0,0,0,20
2024,2,27,2,2/27/2024,WN,3055,PDX,"Portland, OR",Oregon,MDW,"Chicago, IL",Illinois,755,750,0,9,759,1323,4,1345,1327,-18,0,NULL,0,230,217,204,1751,0,0,0,0,0,7
2024,5,20,1,5/20/2024,OO,5634,MDT,"Harrisburg, PA",Pennsylvania,ORD,"Chicago, IL",Illinois,1222,1222,0,17,1239,1310,10,1335,1320,-15,0,NULL,0,133,118,91,594,0,0,0,0,0,12
2024,9,12,4,9/12/2024,OH,5460,LAN,"Lansing, MI",Michigan,DCA,"Washington, DC",Virginia,1725,1713,0,10,1723,1831,4,1915,1835,-40,0,NULL,0,110,82,68,479,0,0,0,0,0,17
2024,5,14,2,5/14/2024,MQ,3883,DFW,"Dallas/Fort Worth, TX",Texas,BIS,"Bismarck/Mandan, ND",North Dakota,1854,1908,14,22,1930,2146,5,2129,2151,22,0,NULL,0,155,163,136,977,14,0,8,0,0,19
2024,3,5,2,3/5/2024,WN,2229,OMA,"Omaha, NE",Nebraska,DCA,"Washington, DC",Virginia,1225,1228,3,7,1235,1539,48,1545,1627,42,0,NULL,0,140,179,124,1012,0,0,42,0,0,12
2024,5,6,1,5/6/2024,F9,4612,LAS,"Las Vegas, NV",Nevada,DEN,"Denver, CO",Colorado,1900,1854,0,16,1910,2130,11,2201,2141,-20,0,NULL,0,121,107,80,628,0,0,0,0,0,18
2024,7,26,5,7/26/2024,AA,2075,DFW,"Dallas/Fort Worth, TX",Texas,GSO,"Greensboro/High Point, NC",North Carolina,1945,2024,39,11,2035,2331,5,2316,2336,20,0,NULL,0,151,132,116,999,11,0,0,0,9,20
2024,5,28,2,5/28/2024,UA,2321,EWR,"Newark, NJ",New Jersey,LAX,"Los Angeles, CA",California,2000,2002,2,15,2017,2246,5,2300,2251,-9,0,NULL,0,360,349,329,2454,0,0,0,0,0,20
2024,12,25,3,12/25/2024,WN,3430,JAX,"Jacksonville, FL",Florida,BWI,"Baltimore, MD",Maryland,1740,1740,0,9,1749,1913,4,1935,1917,-18,0,NULL,0,115,97,84,663,0,0,0,0,0,17
2024,3,6,3,3/6/2024,WN,205,DAL,"Dallas, TX",Texas,AUS,"Austin, TX",Texas,1235,1232,0,9,1241,1315,7,1340,1322,-18,0,NULL,0,65,50,34,189,0,0,0,0,0,12
2024,7,12,5,7/12/2024,YX,5785,SDF,"Louisville, KY",Kentucky,DTW,"Detroit, MI",Michigan,735,727,0,29,756,848,14,859,902,3,0,NULL,0,84,95,52,306,0,0,0,0,0,7
2024,5,24,5,5/24/2024,B6,1524,LAX,"Los Angeles, CA",California,JFK,"New York, NY",New York,1410,1424,14,17,1441,2239,15,2241,2254,13,0,NULL,0,331,330,298,2475,0,0,0,0,0,14
